example,yor
ctan-o-mat,texlivePackages.ctan-o-mat
clxelatex,texliveFull
cluttex,texlivePackages.cluttex
cllualatex,texliveFull
chkweb,texliveFull
chktex,texlivePackages.chktex
chklref,texlivePackages.chklref
chkdvifont,texliveMedium
checklistings,texlivePackages.checklistings
checkcites,texliveFull
bundledoc,texlivePackages.bundledoc
bibtexu,texlivePackages.bibtexu
asy,texliveFull
arlatex,texliveFull
arara,texlivePackages.arara
adhocfilelist,texliveFull
a5toa4,texliveMedium
a2ping,texlivePackages.a2ping
updmap-sys,texlivePackages.texlive-scripts
fmtutil-sys,texlivePackages.texlive-scripts
info,texinfo4
ttf2kotexfont,texlivePackages.kotex-utils
textestvis,texliveFull
tex2aspc,texliveFull
svn-multi,texlivePackages.svn-multi
splitindex,texlivePackages.splitindex
scor2prt,texliveFull
rubikrotation,texlivePackages.rubik
pygmentex,texlivePackages.pygmentex
ptex2pdf,texlivePackages.ptex2pdf
prepmx,texliveFull
pmxchords,texlivePackages.pmxchords
pmxab,texlivePackages.pmx
perltex,texlivePackages.perltex
pdfannotextractor,texliveFull
pagelayoutapi,texlivePackages.pagelayout
musixtex,texlivePackages.musixtex
musixflx,texlivePackages.musixtex
multibibliography,texlivePackages.multibibliography
msxlint,texliveFull
makeglossaries-lite,texlivePackages.glossaries
makeglossaries,texlivePackages.glossaries
makedtx,texlivePackages.makedtx
m-tx,texlivePackages.m-tx
ltx2unitxt,texliveFull
ltx2crossrefxml,texlivePackages.crossrefware
listbib,texlivePackages.listbib
lily-rebuild-pdfs,texliveFull
lily-image-commands,texlivePackages.lilyglyphs
lily-glyph-commands,texlivePackages.lilyglyphs
l3build,texlivePackages.l3build
komkindex,texlivePackages.kotex-utils
kanji-fontmap-creator,texlivePackages.ptex-fontmaps
kanji-config-updmap-user,texliveFull
kanji-config-updmap,texlivePackages.ptex-fontmaps
jamo-normalize,texliveFull
hyperxmp-add-bytecount,texliveFull
gregorio,texlivePackages.gregoriotex
exceltex,texlivePackages.exceltex
diadia,texlivePackages.diadia
convertgls2bib,texliveFull
convbkmk,texlivePackages.convbkmk
citeproc-lua,texlivePackages.citation-style-language
bibzbladd,texliveFull
biburl2doi,texlivePackages.crossrefware
bibmradd,texliveFull
bibexport,texlivePackages.bibexport
bibdoiadd,texliveFull
bibcop,texlivePackages.bibcop
bib2gls,texlivePackages.bib2gls
bbl2bib,texliveFull
autosp,texlivePackages.autosp
authorindex,texlivePackages.authorindex
lambda,tetex
photorec,testdisk
fidentify,testdisk
helper,devspace
tofu,opentofu
telly-skout,libsForQt5.telly-skout
tctl,teleport
tbot,teleport
tsh,teleport
teeworlds_srv,teeworlds-server
nextonic,tectonic
tdbdump,tdb
tdbbackup,tdb
tclsh,tcl
task,taskwarrior
tclsh8.6,tcl
sqlite3_analyzer,sqlite-analyzer
2048,tcl2048
stapsh,linuxKernel.packagesAliases.linux_latest.systemtap
staprun,linuxKernel.packagesAliases.linux_latest.systemtap
stapbpf,linuxKernel.packagesAliases.linux_latest.systemtap
stap-report,linuxKernel.packagesAliases.linux_latest.systemtap
stap-profile-annotate,linuxKernel.packagesAliases.linux_latest.systemtap
stap-merge,linuxKernel.packagesAliases.linux_latest.systemtap
stap-jupyter-install,linuxKernel.packagesAliases.linux_latest.systemtap
stap-jupyter-container,linuxKernel.packagesAliases.linux_latest.systemtap
stap-exporter,linuxKernel.packagesAliases.linux_latest.systemtap
stap,linuxKernel.packagesAliases.linux_latest.systemtap
dtrace,linuxKernel.packagesAliases.linux_latest.systemtap
telinit,sysvinit
runlevel,sysvinit
readbootlog,sysvinit
logsave,sysvinit
init,systemd
systemsettings,libsForQt5.systemsettings
varlinkctl,systemd
userdbctl,systemd
udevadm,systemd
timedatectl,systemd
systemd-vmspawn,systemd
systemd-umount,systemd
systemd-tty-ask-password-agent,systemd
systemd-tmpfiles,systemd
systemd-sysusers,systemd
systemd-sysext,systemd
systemd-stdio-bridge,systemd
systemd-socket-activate,systemd
systemd-run,systemd
systemd-resolve,systemd
systemd-repart,systemd
systemd-path,systemd
systemd-nspawn,systemd
systemd-notify,systemd
systemd-mount,systemd
systemd-machine-id-setup,systemd
systemd-inhibit,systemd
systemd-id128,systemd
systemd-hwdb,systemd
systemd-escape,systemd
systemd-dissect,systemd
systemd-detect-virt,systemd
systemd-delta,systemd
systemd-cryptsetup,systemd
systemd-cryptenroll,systemd
systemd-creds,systemd
systemd-confext,systemd
systemd-cgtop,systemd
systemd-cgls,systemd
systemd-cat,systemd
systemd-ask-password,systemd
systemd-analyze,systemd
systemd-ac-power,systemd
systemctl,systemd
resolvectl,systemd
resolvconf,systemd
portablectl,systemd
oomctl,systemd
networkctl,systemd
mount.ddi,systemd
machinectl,systemd
loginctl,systemd
localectl,systemd
journalctl,systemd
hostnamectl,systemd
homectl,systemd
coredumpctl,systemd
busctl,systemd
bootctl,systemd
sendmail,postfix
mpstat,sysstat
iostat,sysstat
syslogd,sysklogd
klogd,sysklogd
syntool,synergy
synergys,synergy
synergyd,synergy
synergyc,synergy
syncthingctl,syncthingtray
syncplay-server,syncplay
wasm-split,binaryen
io.elementary.switchboard,pantheon.switchboard
ccache-swig,swig
swiftc,swift
swift-symbolgraph-extract,swift
swift-indent,swift
swift-frontend,swift
swift-demangle,swift
swift-autolink-extract,swift
swift-api-extract,swift
swift-api-digester,swift
swift-api-checker.py,swift
swift-help,swift
swift-driver,swiftPackages.swift-driver
swift-build-sdk-interfaces,swift
lldb-vscode,lldb
lldb-server,lldb
lldb-instr,lldb
lldb-argdumper,lldb
clang-15,llvmPackages_15.clang-unwrapped
swipl-ld,swiProlog
swipl,swiProlog
swaynag,sway
swaymsg,sway
swaybar,sway
pico2wave,svox
temp,sutils
clock,fltk
roundtrip,surelog
sr,srvc
supernova,supercollider
scsynth,supercollider
sclang,supercollider
scide,supercollider
publish,python312Packages.bx-py-utils
visudo,sudo
svnversion,subversion
svnsync,subversion
svnserve,apacheHttpdPackages.subversion
svnrdump,subversion
svnmucc,apacheHttpdPackages.subversion
svnlook,subversion
svnfsfs,apacheHttpdPackages.subversion
svndumpfilter,subversion
svnbench,subversion
svnadmin,subversion
svn,subversion
stund,stun
swanctl,strongswan
pki,strongswan
ipsec,strongswan
charon-systemd,strongswan
charon-cmd,strongswan
rip,streamrip
strawberry-tagreader,strawberry
st-util,stlink
st-trace,stlink
st-info,stlink
st-flash,stlink
step,step-cli
rtrmon,stayrtr
rtrdump,gortr
sls,serverless
slc,heimdal
pdu,parallel-disk-usage
sqlite3,sqlite
sqitch,perl536Packages.AppSqitch
spoofer-prober,spoofer
spirv-val,spirv-tools
spirv-reduce,spirv-tools
spirv-opt,spirv-tools
spirv-objdump,spirv-tools
spirv-lint,spirv-tools
spirv-link,spirv-tools
spirv-dis,spirv-tools
spirv-cfg,spirv-tools
spirv-as,spirv-tools
js,graalvmCEPackages.graaljs
spectacle,kdePackages.spectacle
sparkR,spark
spark-submit,spark
spark-sql,spark
spark-shell,spark
spark-connect-shell,spark
spark-class2.cmd,spark
spark-class,spark
run-example,spark
pyspark,python311Packages.pyspark
find-spark-home,spark
beeline,spark
semind,smatch
cgcc,sparse
play,sox
wod,sogo
load-EOAdaptor,sope
connect-EOAdaptor,sope
solana-test-validator,solana-validator
solana-net-shaper,solana-cli
solana-log-analyzer,solana-cli
solana-ledger-tool,solana-cli
solana-keygen,solana-cli
solana-install,solana-cli
solana-gossip,solana-cli
solana-genesis,solana-cli
solana-faucet,solana-cli
solana-bench-tps,solana-cli
solana,solana-cli
SoapySDRUtil,soapysdr
SoapySDRServer,soapyremote
LimeUtil,limesuite
LimeQuickTest,limesuiteWithGui
proxy,_3proxy
client,snowflake
plaympeg,smpeg
smemcap,smem
libe_sqlite3.so,slskd
ils,irods-icommands
skanpage,libsForQt5.skanpage
skanlite,kdePackages.skanlite
cmd,sish
run-singularity,apptainer
sigma,sigma-cli
s3,libs3
eclipse,eclipses.eclipse-java
ag,silver-searcher
img2simg,android-tools
append2simg,android-tools
sigtool,darwin.sigtool
signonpluginprocess,libsForQt5.signond
signond,libsForQt5.signond
st-urlhandler,lukesmithxyz-st
st-copyout,lukesmithxyz-st
theme,shopify-themekit
shiboken_tool.py,python312Packages.shiboken6
shiboken6,python312Packages.shiboken6
agent,datadog-agent
sg,su
passwd,busybox
chpasswd,busybox
spirv-remap,glslang
untangle,sgt-puzzles
unruly,sgt-puzzles
unequal,sgt-puzzles
undead,sgt-puzzles
twiddle,sgt-puzzles
tracks,sgt-puzzles
towers,sgt-puzzles
tents,sgt-puzzles
solo,python312Packages.onlykey-solo-python
slant,sgt-puzzles
sixteen,sgt-puzzles
singles,sgt-puzzles
signpost,sgt-puzzles
sgt-puzzle-untangle,sgt-puzzles
sgt-puzzle-unruly,sgt-puzzles
sgt-puzzle-unequal,sgt-puzzles
sgt-puzzle-undead,sgt-puzzles
sgt-puzzle-twiddle,sgt-puzzles
sgt-puzzle-tracks,sgt-puzzles
sgt-puzzle-towers,sgt-puzzles
sgt-puzzle-tents,sgt-puzzles
sgt-puzzle-solo,sgt-puzzles
sgt-puzzle-slant,sgt-puzzles
sgt-puzzle-sixteen,sgt-puzzles
sgt-puzzle-singles,sgt-puzzles
sgt-puzzle-signpost,sgt-puzzles
sgt-puzzle-samegame,sgt-puzzles
sgt-puzzle-rect,sgt-puzzles
sgt-puzzle-range,sgt-puzzles
sgt-puzzle-pegs,sgt-puzzles
sgt-puzzle-pearl,sgt-puzzles
sgt-puzzle-pattern,sgt-puzzles
sgt-puzzle-palisade,sgt-puzzles
sgt-puzzle-netslide,sgt-puzzles
sgt-puzzle-net,sgt-puzzles
sgt-puzzle-mosaic,sgt-puzzles
sgt-puzzle-mines,sgt-puzzles
sgt-puzzle-map,sgt-puzzles
sgt-puzzle-magnets,sgt-puzzles
sgt-puzzle-loopy,sgt-puzzles
sgt-puzzle-lightup,sgt-puzzles
sgt-puzzle-keen,sgt-puzzles
sgt-puzzle-inertia,sgt-puzzles
sgt-puzzle-guess,sgt-puzzles
sgt-puzzle-galaxies,sgt-puzzles
sgt-puzzle-flood,sgt-puzzles
sgt-puzzle-flip,sgt-puzzles
sgt-puzzle-filling,sgt-puzzles
sgt-puzzle-fifteen,sgt-puzzles
sgt-puzzle-dominosa,sgt-puzzles
sgt-puzzle-cube,sgt-puzzles
sgt-puzzle-bridges,sgt-puzzles
samegame,sgt-puzzles
rect,sgt-puzzles
range,num-utils
pegs,sgt-puzzles
pearl,sgt-puzzles
pattern,sgt-puzzles
palisade,sgt-puzzles
netslide,sgt-puzzles
net,samba
mosaic,sgt-puzzles
mines,sgt-puzzles
map,map-cmd
magnets,sgt-puzzles
loopy,python311Packages.loopy
lightup,sgt-puzzles
keen,sgt-puzzles
inertia,sgt-puzzles
guess,sgt-puzzles
galaxies,sgt-puzzles
filling,sgt-puzzles
fifteen,sgt-puzzles
dominosa,sgt-puzzles
cube,sgt-puzzles
bridges,sgt-puzzles
blackbox,blackbox-terminal
docs,deck
traceformat,semeru-bin
jpackcore,semeru-jre-bin-17
jitserver,semeru-bin-17
jdmpview,semeru-bin
cli,paralus-cli
seafserv-gc,seafile-server
seafile-controller,seafile-server
seafile-admin,seafile-server
seaf-server,seafile-server
seaf-fuse,seafile-server
seaf-fsck,seafile-server
sea,sea-orm-cli
sdl-config,SDL
playsound,fltrator
sddm,libsForQt5.sddm
sddmthemeinstaller,libsForQt5.sddm-kcm
ci,rcs
sconsign,scons
scons-configure-cache,scons
gcv,brlcad
tkscid,scid
spliteco,scid
scidpgn,scid
sc_spell,scid
sc_remote,scid
sc_import,scid
sc_epgn,scid
sc_eco,scid
pgnfix,scid
scheme-r5rs,gambit
scmerge,scid-vs-pc
scaladoc,scala
scalac,scala
common,scala_3
sbtn,sbt
scalap,scala
fsc,scala
scss,sass
sass-convert,sass
compile_et,libkrb5
asn1_compile,heimdal
wspsearch,samba
winbindd,samba
wbinfo,samba
testparm,samba
smbtree,samba
smbtorture,samba4Full
smbtar,samba
smbstatus,samba
smbspool,samba
smbpasswd,samba
smbget,samba
smbd,samba
smbcquotas,samba
smbcontrol,samba
smbclient,samba
smbcacls,samba
sharesec,samba
samba-regedit,samba
samba-log-parser,samba
samba-gpupdate,samba
rpcclient,samba
regtree,samba4Full
regshell,samba
regpatch,samba
regdiff,samba
profiles,samba
pdbedit,samba
oLschema2ldif,samba
ntlm_auth,samba
nmblookup,samba
nmbd,samba
ndrdump,samba
mvxattr,samba
mdsearch,samba
masktest,samba
locktest,samba
gentest,samba
eventlogadm,samba
dumpmscat,samba
dbwrap_tool,samba
cifsdd,samba
ldbsearch,ldb
ldbrename,ldb
ldbmodify,ldb
ldbedit,ldb
ldbdel,ldb
ldbadd,ldb
urxvtd,rxvt-unicode
urxvtc,rxvt-unicode
urxvt,rxvt-unicode
urclock,rxvt-unicode
fribidi.pl,rxvt-unicode
rustdoc,rustup
rust-lldb,rustup
rust-gdbgui,rustup
rust-gdb,rustup
clippy-driver,clippy
cargo-fmt,rustfmt
cargo-clippy,clippy
bindgen,rust-bindgen
svlogd,runit
sv,runit
runsvdir,runit
runsv,runit
chpst,runit
yri,rubyPackages.yard
yardoc,rubyPackages.yard
yard,rubyPackages.yard
xcodeproj,rubyPackages.xcodeproj
whoisrb,rubyPackages.whois
tsql-ttds,rubyPackages.tiny_tds
defncopy-ttds,rubyPackages.tiny_tds
solargraph,rubyPackages.solargraph
yarv,rubyPackages.syntax_tree
stree,rubyPackages.syntax_tree
slather,rubyPackages.slather
seccomp-tools,rubyPackages.seccomp-tools
sequel,rubyPackages.sequel
ruby-lsp-doctor,ruby-lsp
ruby-lsp-check,ruby-lsp
ruby_parse_extract_error,rubyPackages.ruby_parser
ruby_parse,rubyPackages.ruby_parser
safe_yaml,rubyPackages.safe_yaml
rougify,mastodon
reverse_markdown,rubyPackages.reverse_markdown
redcarpet,rubyPackages.redcarpet
r2r_show,rubyPackages.ruby2ruby
xml2gv,rubyPackages.ruby-graphviz
ruby2gv,rubyPackages.ruby-graphviz
git2gv,rubyPackages.ruby-graphviz
gem2gv,rubyPackages.ruby-graphviz
dot2ruby,rubyPackages.ruby-graphviz
restclient,rubyPackages.rest-client
rackup,rubyPackages.rackup
pandocomatic,rubyPackages.pandocomatic
ruby-rewrite,rubyPackages.parser
ruby-parse,rubyPackages.parser
rbprettier,rubyPackages.prettier
pumactl,rubyPackages.puma
puma,rubyPackages.puma
pandoc2yaml.rb,rubyPackages.paru
do-pandoc.rb,rubyPackages.paru
nokogiri,rubyPackages.nokogiri
listen,rubyPackages.listen
kramdown,rubyPackages.kramdown
kramdown-rfc2629,rubyPackages.kramdown-rfc2629
kramdown-rfc-extract-sourcecode,rubyPackages.kramdown-rfc2629
kramdown-rfc-extract-markdown,rubyPackages.kramdown-rfc2629
kramdown-rfc-clean-svg-ids,rubyPackages.kramdown-rfc2629
kramdown-rfc-cache-subseries-bibxml,rubyPackages.kramdown-rfc2629
kramdown-rfc-cache-i-d-bibxml,rubyPackages.kramdown-rfc2629
kramdown-rfc-autolink-iref-cleanup,rubyPackages.kramdown-rfc2629
kramdown-rfc,rubyPackages.kramdown-rfc2629
kdrfc,rubyPackages.kramdown-rfc2629
echars,rubyPackages.kramdown-rfc2629
doilit,rubyPackages.kramdown-rfc2629
de-gfm,rubyPackages.kramdown-rfc2629
jsonpath,rubyPackages.jsonpath
jmespath.rb,rubyPackages.jmespath
httpclient,rubyPackages.httpclient
htmlbeautifier,rubyPackages.htmlbeautifier
haml,rubyPackages.haml
gitlab-markup,rubyPackages.gitlab-markup
gemoji,rubyPackages.gemoji
erb-formatter,rubyPackages.erb-formatter
erb-format,rubyPackages.erb-formatter
dip,rubyPackages.dip
commonmarker,rubyPackages.commonmarker
ldiff,rubyPackages.diff-lcs
htmldiff,rubyPackages.diff-lcs
coderay,rubyPackages.coderay
pod,rubyPackages.cocoapods
github-pages,rubyPackages.github-pages
certified-update,rubyPackages.certified
byebug,rubyPackages.byebug
camping,rubyPackages.camping
typeprof,ruby
syntax_suggest,ruby_3_3
rtmpsuck,rtmpdump
rtmpsrv,rtmpdump
rtmpgw,rtmpdump
rtl_test,rtl-sdr
rtl_tcp,rtl-sdr
rtl_sdr,rtl-sdr
rtl_power,rtl-sdr
rtl_fm,rtl-sdr
rtl_eeprom,rtl-sdr
rtl_biast,rtl-sdr
rtl_adsb,rtl-sdr
rsyslogd,rsyslog
rp,rtags
tftpd,rs-tftpd
unhex,basez
hex,basez
route,unixtools.route
sst_dump,mariadb
ldb,rocksdb
rofi-theme-selector,rofi
rofi-sensible-terminal,rofi
vbc,mono
csc,chicken
editor,fltk
rpmverify,rpm
rpmspec,rpm
rpmsign,rpm
rpmquery,rpm
rpmlua,rpm
rpmkeys,rpm
rpmgraph,rpm
rpmdb,python312Packages.rpm
rpmbuild,rpm
rpm2cpio,rpm
rpm2archive,rpm
gendiff,python312Packages.rpm
strip,binutils
size,binutils
ranlib,binutils
objdump,binutils
objcopy,binutils
nm,binutils
ld.bfd,binutils
ld,binutils
gprof,gcc
gdbserver,gdb
gdb-add-index,gdb
gcore,gdb
elfedit,binutils
c++filt,binutils
as,gcc
ar,binutils
addr2line,binutils
RMG,rmg
rivet-which,rivet
rivet-mkvaldir,rivet
rivet-mkhtml-mpl,rivet
rivet-mkhtml,rivet
rivet-mkanalysis,rivet
rivet-merge,rivet
rivet-findid,rivet
rivet-diffhepdata-all,rivet
rivet-diffhepdata,rivet
rivet-config,rivet
rivet-cmphistos,rivet
rivet-buildplugin,rivet
rivet-build,rivet
make-plots,rivet
adig,c-ares
repmgrd,postgresql16Packages.repmgr
repmgr,postgresql16Packages.repmgr
template,pwntools
rep,rep-grep
refinery,refinery-cli
qcp,gecode
icp,irods-icommands
icmd,ipmiutil
redo-targets,redo-apenwarr
redo-sources,redo-sh
redo-ifcreate,redo
redo-ifchange,redo
redo-always,redo-sh
redo-whichdo,redo-apenwarr
redo-stamp,redo-apenwarr
redo-ood,redo-apenwarr
redo-log,redo-apenwarr
redo-dot,redo-sh
reaver,reaverwps
recollq,recoll
recollindex,recoll
rapper,librdf_raptor
snake,bsdgames
rad,radicle-node
simulate,raspa
swindle,racket
slideshow,racket
slatex,racket
setup-plt,racket
scribble,racket
raco,racket
plt-web-server,racket
plt-r6rs,racket
plt-r5rs,racket
plt-help,racket
plt-games,racket
pdf-slatex,racket
mztext,racket
mzscheme,racket
mzpp,racket
mzc,racket
mred-text,racket
mred,racket
gracket-text,racket
gracket,racket
drracket,racket
Rscript,R
quota,unixtools.quota
operon,operon
exfalso,quodlibet
c_rehash,openssl
qjs,quickjs
quake,quakespasm
qtplugininfo,kdePackages.qttools
qtdiag,kdePackages.qttools
qdistancefieldgenerator,kdePackages.qttools
qdbusviewer,kdePackages.qttools
qdbus,kdePackages.qttools
pixeltool,kdePackages.qttools
lupdate,kdePackages.qttools
lrelease,kdePackages.qttools
linguist,kdePackages.qttools
lconvert,kdePackages.qttools
designer,libsForQt5.qt5.qttools
assistant,kdePackages.qttools
canbusutil,kdePackages.qtserialbus
meshdebug,kdePackages.qtquick3d
balsam,kdePackages.qtquick3d
qmltime,kdePackages.qtdeclarative
qmltestrunner,kdePackages.qtdeclarative
qmlscene,kdePackages.qtdeclarative
qmlprofiler,kdePackages.qtdeclarative
qmlpreview,kdePackages.qtdeclarative
qmlplugindump,kdePackages.qtdeclarative
qmllint,kdePackages.qtdeclarative
qmlformat,kdePackages.qtdeclarative
qmleasing,kdePackages.qtdeclarative
qml,kdePackages.qtdeclarative
qtpaths,kdePackages.qtbase
qmake,kdePackages.qtbase
qdbusxml2cpp,kdePackages.qtbase
qdbuscpp2xml,kdePackages.qtbase
pywayland-scanner,python312Packages.pywayland
python3.11-config,python3
python3.11,python3
python3-config,python3
python-config,python3
python,python3
pydoc3.11,python3
pydoc3,python3
pydoc,python3
idle3.11,qtile
idle3,python3
idle,qtile
2to3-3.11,python3
2to3,python3
qmlkonsole,kdePackages.qmlkonsole
qemu-storage-daemon,qemu
qemu-pr-helper,qemu
qemu-nbd,qemu
qemu-io,qemu
qemu-img,qemu
qemu-edid,qemu
elf2dmp,qemu
qemu-system-aarch64,qemu
qemu-kvm,qemu_kvm
qemu-ga,qemu
qom-tree,python312Packages.qemu
qom-set,python312Packages.qemu
qom-list,qemu-python-utils
qom-get,python312Packages.qemu
qom,python312Packages.qemu
qmp-shell-wrap,qemu-python-utils
qmp-shell,qemu-python-utils
qemu-ga-client,qemu-python-utils
pprof2calltree,libsForQt5.kcachegrind
op2calltree,libsForQt5.kcachegrind
memprof2calltree,libsForQt5.kcachegrind
dprof2calltree,libsForQt5.kcachegrind
zxcvbn,python312Packages.zxcvbn
zulip-send,python312Packages.zulip
zulip-matrix-bridge,python312Packages.zulip
zulip-api-examples,python312Packages.zulip
zulip-api,python312Packages.zulip
zipserver,python312Packages.zipstream-ng
qgis_process,qgis
zwave-js-server-python,python311Packages.zwave-js-server-python
slice2py,python312Packages.zeroc-ice
zerorpc,python312Packages.zerorpc
zcbor,python312Packages.zcbor
zunfec,python312Packages.zfec
zfec,python312Packages.zfec
buildout,python312Packages.zc-buildout
zconfig_schema2html,python312Packages.zconfig
zconfig,python311Packages.zconfig
zope-testrunner,python312Packages.zope-testrunner
zdaemon,python312Packages.zdaemon
tomlq,python312Packages.yq
ytmusicapi,python311Packages.ytmusicapi
yoyo-migrate,python312Packages.yoyo-migrations
yoyo,python312Packages.yoyo-migrations
yttm,python312Packages.youtokentome
youtube_transcript_api,python311Packages.youtube-transcript-api
yasi,python311Packages.yasi
yapf-diff,yapf
yappi,python312Packages.yappi
repozo,python312Packages.zodb
fstail,python311Packages.zodb
fsrefs,python311Packages.zodb
fsoids,python311Packages.zodb
fsdump,python311Packages.zodb
swfparser,python312Packages.yaswfp
yte,python311Packages.yte
yangson,python312Packages.yangson
convert8525,python312Packages.yangson
yowsup-cli,python312Packages.yowsup
xnat_data_integrity-check,python312Packages.xnatpy
xnat_cp_project,python312Packages.xnatpy
xnat,python312Packages.xnatpy
xsdata,python312Packages.xsdata
sample,barcode
yark,python312Packages.yark
xmlschema-xml2json,python312Packages.xmlschema
xmlschema-validate,python312Packages.xmlschema
xmlschema-json2xml,python312Packages.xmlschema
vba_extract.py,python312Packages.xlsxwriter
runxlrd.py,python311Packages.xlrd
xml2json,python312Packages.xmljson
xdoctest,python311Packages.xdoctest
xattr,python311Packages.xattr
x-wr-timezone,python311Packages.x-wr-timezone
wsgidav,python311Packages.wsgidav
wled,python312Packages.wled
woob,python312Packages.woob
ydata_profiling,python312Packages.ydata-profiling
pandas_profiling,python312Packages.ydata-profiling
woodblock,python312Packages.woodblock
wspublish,python312Packages.wsdiscovery
wsdiscover,python311Packages.wsdiscovery
whisper-update.py,python312Packages.whisper
whisper-set-xfilesfactor.py,python312Packages.whisper
